statea	stateb	year	dependa	dependb	demauta	demautb	allies	dispute1	logdstab	lcaprat2	smigoabi	opena	openb	minrpwrs	noncontg
101	220	1969	0.004897322	5.2474445E-4	7	8	0	0	8.46028	2.0176685	34	0.4134	0.2874	-1.0	0.0
101	220	1970	0.005163068	5.476035E-4	9	8	0	0	8.46028	1.9452782	34	0.37759998	0.3108	-1.0	0.0
101	220	1971	0.0062468103	6.737483E-4	9	8	0	0	8.46028	1.9755461	33	0.39279997	0.3176	-1.0	0.0
101	220	1972	0.005724278	6.4095686E-4	9	8	0	0	8.46028	1.9462751	33	0.3799	0.32389998	-1.0	0.0
101	220	1973	0.005811421	6.753364E-4	9	8	0	0	8.46028	1.9216794	32	0.41919997	0.3428	-1.0	0.0
101	220	1974	0.006889645	0.0010364527	9	8	0	0	8.46028	1.8815519	32	0.5539	0.4239	-1.0	0.0
101	220	1975	0.0060796095	9.3048E-4	9	8	0	0	8.46028	1.8109155	31	0.507	0.3693	-1.0	0.0
101	220	1976	0.0052653267	8.473097E-4	9	8	0	0	8.46028	1.8371657	31	0.5094	0.3989	-1.0	0.0
101	220	1977	0.006031223	0.0010175873	9	8	0	0	8.46028	1.7942712	30	0.53290004	0.4085	-1.0	0.0
101	220	1978	0.0068408335	0.0011306045	9	8	0	0	8.46028	1.7750578	34	0.52	0.39490002	-1.0	0.0
101	220	1979	0.0067783305	0.0011516063	9	8	0	0	8.46028	1.7386184	38	0.506	0.4188	-1.0	0.0
101	220	1980	0.008482423	0.0014778057	9	8	0	0	8.46028	1.6950302	42	0.5059	0.4427	-1.0	0.0
101	220	1981	0.010101107	0.0017708925	9	8	0	0	8.46028	1.6293582	42	0.48759997	0.4611	-1.0	0.0
101	220	1982	0.00855954	0.0013897374	9	8	0	0	8.46028	1.7318575	43	0.4692	0.455	-1.0	0.0
101	220	1983	0.0053631496	8.691894E-4	9	8	0	0	8.46028	1.5456864	43	0.307	0.45119998	-1.0	0.0
101	220	1984	0.0047529195	7.7204616E-4	9	8	0	0	8.46028	1.4767714	44	0.4403	0.4765	-1.0	0.0
101	220	1985	0.0052624214	8.3073066E-4	9	8	0	0	8.46028	1.4936421	44	0.4076	0.47169998	-1.0	0.0
101	220	1986	0.0049807644	7.3002954E-4	9	9	0	0	8.46028	1.606004	38	0.403	0.41349998	-1.0	0.0
101	220	1987	0.0042621326	6.489601E-4	9	9	0	0	8.46028	1.5740125	32	0.4372	0.4113	-1.0	0.0
101	220	1988	0.004741852	7.276985E-4	9	9	0	0	8.46028	1.6674252	27	0.47919998	0.42540002	-1.0	0.0
101	220	1989	0.0031642804	4.2618153E-4	9	9	0	0	8.46028	1.6546047	21	0.5521	0.4568	-1.0	0.0
101	220	1990	0.0041085645	5.661036E-4	9	9	0	0	8.46028	1.6279644	15	0.5964	0.4516	-1.0	0.0
101	220	1991	0.003312629	4.981407E-4	8	9	0	0	8.46028	1.5628569	9	0.227221	0.57473814	-1.0	0.0
101	255	1900	0.044488825	4.8366602E-4	-3	1	0	0	8.507453	4.527766	0	0.24454948	0.25939503	-1.0	0.0
101	255	1901	0.04585806	4.994638E-4	-3	1	0	1	8.507453	4.5091186	0	0.252255	0.2285488	-1.0	0.0
101	255	1902	0.041005578	4.7321705E-4	-3	1	0	1	8.507453	4.4807506	0	0.11417147	0.25809324	-1.0	0.0
101	255	1903	0.037814	4.4520802E-4	-3	1	0	0	8.507453	4.467573	0	0.21711074	0.26106837	-1.0	0.0
101	255	1904	0.0386718	4.2457183E-4	-3	1	0	0	8.507453	4.503062	0	0.20555696	0.26809633	-1.0	0.0
101	255	1905	0.019837923	2.1225598E-4	-3	1	0	0	8.507453	4.5515547	0	0.19400315	0.2751243	-1.0	0.0
101	255	1906	0.023047287	2.2397794E-4	-3	1	0	0	8.507453	4.574859	0	0.21325481	0.2924645	-1.0	0.0
101	255	1907	8.2991057E-4	7.732611E-6	-3	1	0	0	8.507453	4.4311304	0	0.209154	0.2902786	-1.0	0.0
101	255	1908	0.020518064	2.0103363E-4	-6	2	0	0	8.507453	4.4372773	0	0.18444906	0.25984794	-1.0	0.0
101	255	1909	0.02517709	2.5060304E-4	-6	2	0	0	8.507453	4.5719657	0	0.17978372	0.25545824	-1.0	0.0
101	255	1910	0.029524326	2.925359E-4	-6	2	0	0	8.507453	4.598268	0	0.20188157	0.2696995	-1.0	0.0
101	255	1911	0.048279148	4.9302116E-4	-6	2	0	0	8.507453	4.620235	0	0.2557385	0.28209	-1.0	0.0
101	255	1912	0.04249304	4.298104E-4	-6	2	0	0	8.507453	4.6083765	0	0.26602244	0.294812	-1.0	0.0
101	255	1913	0.034177274	3.822436E-4	-6	2	0	0	8.507453	4.6686583	0	0.22061679	0.29084072	-1.0	0.0
101	255	1925	0.011456232	3.5365604E-4	-9	6	0	0	8.507453	3.7169719	0	0.16453326	0.22784363	-1.0	0.0
101	255	1926	0.012874439	4.864765E-4	-9	6	0	0	8.507453	3.728752	2	0.25650388	0.21514186	-1.0	0.0
101	255	1927	0.011697975	4.0605862E-4	-9	6	0	0	8.507453	3.7416306	4	0.15686618	0.13922565	-1.0	0.0
101	255	1928	0.0103110215	3.8028724E-4	-9	6	0	0	8.507453	3.682376	5	0.1896579	0.22922005	-1.0	0.0
101	255	1929	0.013086805	5.25052E-4	-9	6	0	0	8.507453	3.619627	7	0.20645136	0.22707394	-1.0	0.0
101	255	1930	0.010286224	4.338064E-4	-9	6	0	0	8.507453	3.646363	9	0.17244942	0.20451881	-1.0	0.0
101	255	1931	0.01193519	4.403388E-4	-9	6	0	0	8.507453	3.6951606	9	0.19535187	0.17620425	-1.0	0.0
101	255	1932	0.011587851	4.4089116E-4	-9	6	0	0	8.507453	3.682801	9	0.21825433	0.13732511	-1.0	0.0
101	255	1933	0.0084656635	3.116372E-4	-9	-9	0	0	8.507453	3.8233416	10	0.24115674	0.12213477	-1.0	0.0
101	255	1934	0.009138436	3.3316074E-4	-9	-9	0	0	8.507453	4.0479946	10	0.16114074	0.14397767	-1.0	0.0
101	255	1936	0.0066133286	2.3476551E-4	-6	-9	0	0	8.507453	4.43163	10	0.19508477	0.12265662	-1.0	0.0
101	255	1937	0.0070448294	2.7234797E-4	-6	-9	0	0	8.507453	4.2802696	10	0.18001105	0.13891774	-1.0	0.0
101	255	1938	0.006846047	2.6867772E-4	-5	-9	0	0	8.507453	4.3897424	9	0.26902306	0.12387271	-1.0	0.0
101	300	1900	0.0	0.0	-3	-4	0	0	8.586719	4.137517	3	0.24454948	0.14580123	-1.0	0.0
101	300	1901	0.0	0.0	-3	-4	0	0	8.586719	4.063832	3	0.252255	0.13777012	-1.0	0.0
101	300	1902	0.0	0.0	-3	-4	0	0	8.586719	4.009988	3	0.11417147	0.13134828	-1.0	0.0
101	300	1903	0.0	0.0	-3	-4	0	0	8.586719	3.9997284	4	0.21711074	0.16797167	-1.0	0.0
101	300	1904	0.0	0.0	-3	-4	0	0	8.586719	4.0800447	4	0.20555696	0.14226088	-1.0	0.0
101	300	1905	0.0	0.0	-3	-4	0	0	8.586719	4.1204348	4	0.19400315	0.13900982	-1.0	0.0
101	300	1906	0.0	0.0	-3	-4	0	0	8.586719	4.1312213	4	0.21325481	0.10387415	-1.0	0.0
101	300	1907	0.0	0.0	-3	-4	0	0	8.586719	3.9652526	4	0.209154	0.13343729	-1.0	0.0
101	300	1908	0.0	0.0	-6	-4	0	0	8.586719	3.961948	3	0.18444906	0.12330499	-1.0	0.0
101	300	1909	0.0	0.0	-6	-4	0	0	8.586719	4.1289244	3	0.17978372	0.1230573	-1.0	0.0
101	300	1910	0.0	0.0	-6	-4	0	0	8.586719	4.1361947	3	0.20188157	0.12217113	-1.0	0.0
101	300	1911	0.0	0.0	-6	-4	0	0	8.586719	4.141121	3	0.2557385	0.12576826	-1.0	0.0
101	300	1912	0.0	0.0	-6	-4	0	0	8.586719	4.14297	3	0.26602244	0.13040154	-1.0	0.0
101	300	1913	0.0	0.0	-6	-4	0	0	8.586719	4.199072	4	0.22061679	0.120526224	-1.0	0.0
101	325	1900	0.0043707383	1.4474674E-4	-3	-1	0	0	8.553186	3.86862	3	0.24454948	0.18688433	-1.0	0.0
101	325	1901	0.004491452	1.3653004E-4	-3	-1	0	1	8.553186	3.7866096	3	0.252255	0.17770153	-1.0	0.0
101	325	1902	0.0040039713	1.3598696E-4	-3	-1	0	1	8.553186	3.743574	3	0.11417147	0.18421905	-1.0	0.0
101	325	1903	0.003681155	1.2864382E-4	-3	-1	0	0	8.553186	3.7321362	4	0.21711074	0.18131283	-1.0	0.0
101	325	1904	0.003753315	1.2618287E-4	-3	-1	0	0	8.553186	3.806707	4	0.20555696	0.18320966	-1.0	0.0
101	325	1905	0.0036815389	1.16937736E-4	-3	-1	0	0	8.553186	3.8126836	4	0.19400315	0.18510649	-1.0	0.0
101	325	1906	0.0026980045	7.7467696E-5	-3	-1	0	0	8.553186	3.8400016	4	0.21325481	0.20650181	-1.0	0.0
101	325	1907	1.0682158E-4	2.7658562E-6	-3	-1	0	0	8.553186	3.6006625	4	0.209154	0.19353303	-1.0	0.0
101	325	1908	0.0028436338	7.7036486E-5	-6	-1	0	0	8.553186	3.6190388	3	0.18444906	0.18328924	-1.0	0.0
101	325	1909	0.0025051187	6.542773E-5	-6	-1	0	0	8.553186	3.8129196	3	0.17978372	0.17665963	-1.0	0.0
101	325	1910	0.0022307425	6.2561725E-5	-6	-1	0	0	8.553186	3.8523755	3	0.20188157	0.18777548	-1.0	0.0
101	325	1911	0.004395928	1.2366456E-4	-6	-1	0	0	8.553186	3.9403932	3	0.2557385	0.18188483	-1.0	0.0
101	325	1912	0.005160779	1.48877E-4	-6	-1	0	0	8.553186	4.0127296	4	0.26602244	0.19585305	-1.0	0.0
101	325	1913	0.0034505713	1.098615E-4	-6	-1	0	0	8.553186	3.9152913	4	0.22061679	0.19004206	-1.0	0.0
101	325	1920	0.008167293	2.6620014E-4	-9	-1	0	0	8.553186	4.159357	9	0.07074418	0.14905907	-1.0	0.0
101	325	1921	0.0037890917	1.3062832E-4	-9	-1	0	0	8.553186	3.946767	9	0.049333815	0.090342715	-1.0	0.0
101	325	1928	0.001794206	1.296004E-4	-9	-9	0	0	8.553186	3.3266444	10	0.1896579	0.14079653	-1.0	0.0
101	325	1929	0.0021816485	1.723608E-4	-9	-9	0	0	8.553186	3.27704	11	0.20645136	0.13529481	-1.0	0.0
101	325	1930	0.0018800531	1.5829728E-4	-9	-9	0	0	8.553186	3.6373749	11	0.17244942	0.118299365	-1.0	0.0
101	325	1931	0.003824253	2.6148453E-4	-9	-9	0	0	8.553186	3.639861	11	0.19535187	0.09638283	-1.0	0.0
101	325	1932	0.003725631	2.3711819E-4	-9	-9	0	0	8.553186	3.4464507	11	0.21825433	0.07873076	-1.0	0.0
101	325	1933	0.002736226	1.9252767E-4	-9	-9	0	0	8.553186	3.6380336	10	0.24115674	0.07734184	-1.0	0.0
101	325	1934	0.0017215256	1.2928659E-4	-9	-9	0	0	8.553186	3.3749914	10	0.16114074	0.09652604	-1.0	0.0
101	325	1936	0.0023216617	1.8757768E-4	-6	-9	0	0	8.553186	3.7429342	10	0.19508477	0.064604454	-1.0	0.0
101	325	1937	0.0026518689	2.3104549E-4	-6	-9	0	0	8.553186	3.3060505	10	0.18001105	0.08737573	-1.0	0.0
101	325	1938	0.0035556708	3.3645748E-4	-5	-9	0	0	8.553186	3.5003464	10	0.26902306	0.078887165	-1.0	0.0
101	365	1900	0.0	0.0	-3	-10	0	0	8.726225	5.2949166	3	0.24454948	0.21385904	-1.0	0.0
101	365	1901	0.0	0.0	-3	-10	0	0	8.726225	5.15203	3	0.252255	0.086974554	-1.0	0.0
101	365	1902	0.0	0.0	-3	-10	0	0	8.726225	5.1046243	3	0.11417147	0.0863386	-1.0	0.0
101	365	1903	0.0	0.0	-3	-10	0	0	8.726225	5.099916	4	0.21711074	0.09457619	-1.0	0.0
101	365	1904	0.0	0.0	-3	-10	0	0	8.726225	5.2609763	4	0.20555696	0.08447419	-1.0	0.0
101	365	1906	0.0	0.0	-3	-6	0	0	8.726225	5.3625107	4	0.21325481	0.079430446	-1.0	0.0
101	365	1907	0.0	0.0	-3	-6	0	0	8.726225	5.1956897	4	0.209154	0.08117674	-1.0	0.0
101	365	1908	0.0	0.0	-6	-6	0	0	8.726225	5.256876	3	0.18444906	0.06962175	-1.0	0.0
101	365	1909	0.0	0.0	-6	-6	0	0	8.726225	5.30457	3	0.17978372	0.087952785	-1.0	0.0
101	365	1910	0.0	0.0	-6	-6	0	0	8.726225	5.345757	3	0.20188157	0.082602315	-1.0	0.0
101	365	1911	0.0	0.0	-6	-6	0	0	8.726225	5.401713	3	0.2557385	0.085812815	-1.0	0.0
101	365	1912	0.0	0.0	-6	-6	0	0	8.726225	5.3729687	3	0.26602244	0.07629133	-1.0	0.0
101	365	1913	0.0	0.0	-6	-6	0	0	8.726225	5.350983	4	0.22061679	0.039693292	-1.0	0.0
101	365	1950	0.0	0.0	-3	-9	0	0	8.726225	4.4244456	11	0.61429477		-1.0	0.0
101	365	1951	0.0	0.0	-3	-9	0	0	8.726225	4.367467	12	0.58968097		-1.0	0.0
101	365	1952	0.0	0.0	-3	-9	0	0	8.726225	4.3464313	12	0.59310573		-1.0	0.0
101	365	1953	0.0	0.0	-3	-7	0	0	8.726225	4.2803783	13	0.5504513		-1.0	0.0
101	365	1954	0.0	0.0	-3	-7	0	0	8.726225	4.278888	13	0.57137376		-1.0	0.0
101	365	1955	0.0	0.0	-3	-7	0	0	8.726225	4.199304	14	0.5628027		-1.0	0.0
101	365	1956	0.0	0.0	-3	-7	0	0	8.726225	4.130353	15	0.5499233		-1.0	0.0
101	365	1957	0.0	0.0	-3	-7	0	0	8.726225	3.9686394	17	0.59100336		-1.0	0.0
101	365	1958	0.0	0.0	6	-7	0	0	8.726225	3.978454	18	0.4559508		-1.0	0.0
101	365	1959	0.0	0.0	6	-7	0	0	8.726225	3.9066007	20	0.53952515		-1.0	0.0
101	365	1960	0.0	0.0	6	-7	0	0	8.726225	3.898424	21	0.51261944	0.10031903	-1.0	0.0
101	365	1961	0.0	0.0	6	-7	0	0	8.726225	3.8692257	21	0.47053492	0.09814853	-1.0	0.0
101	365	1962	0.0	0.0	6	-7	0	0	8.726225	3.8233733	21	0.46130458	0.10413254	-1.0	0.0
101	365	1963	0.0	0.0	6	-7	0	0	8.726225	3.7911794	20	0.41959798	0.10675671	-1.0	0.0
101	365	1964	0.0	0.0	6	-7	0	0	8.726225	3.7921305	20	0.4384269	0.105367504	-1.0	0.0
101	365	1965	0.0	0.0	6	-7	0	0	8.726225	3.757537	20	0.4472	0.10182932	-1.0	0.0
101	365	1966	0.0	0.0	6	-7	0	0	8.726225	3.8443346	20	0.4129	0.09470093	-1.0	0.0
101	365	1967	0.0	0.0	6	-7	0	1	8.726225	3.8293986	20	0.4166	0.09285793	-1.0	0.0
101	365	1968	0.0	0.0	6	-7	0	0	8.726225	3.7579842	19	0.4129	0.08988191	-1.0	0.0
101	365	1969	0.0	0.0	7	-7	0	0	8.726225	3.7593365	19	0.4134	0.11204555	-1.0	0.0
101	365	1970	0.0	0.0	9	-7	0	0	8.726225	3.7048292	19	0.37759998	0.088176444	-1.0	0.0
101	365	1971	0.0	0.0	9	-7	0	0	8.726225	3.7481406	19	0.39279997	0.08506776	-1.0	0.0
101	365	1972	0.0	0.0	9	-7	0	0	8.726225	3.7254298	19	0.3799	0.093071505	-1.0	0.0
101	365	1973	0.0	0.0	9	-7	0	0	8.726225	3.704719	19	0.41919997	0.109250225	-1.0	0.0
101	365	1974	0.0	0.0	9	-7	0	0	8.726225	3.6968079	20	0.5539	0.11493763	-1.0	0.0
101	365	1975	0.0	0.0	9	-7	0	0	8.726225	3.676559	20	0.507	0.13318336	-1.0	0.0
101	365	1976	0.0	0.0	9	-7	0	0	8.726225	3.6850402	20	0.5094	0.12707719	-1.0	0.0
101	365	1977	0.0	0.0	9	-7	0	0	8.726225	3.6543334	20	0.53290004	0.12954225	-1.0	0.0
101	365	1978	0.0	0.0	9	-7	0	0	8.726225	3.6389592	23	0.52	0.1371869	-1.0	0.0
101	365	1979	0.0	0.0	9	-7	0	0	8.726225	3.6029043	27	0.506	0.14569084	-1.0	0.0
101	365	1980	9.370489E-5	6.3653683E-6	9	-7	0	0	8.726225	3.5500638	30	0.5059	0.1485225	-1.0	0.0
101	365	1981	0.0	0.0	9	-7	0	0	8.726225	3.5352583	31	0.48759997	0.07772577	-1.0	0.0
101	365	1982	2.1101747E-5	1.2616758E-6	9	-7	0	0	8.726225	3.4533792	31	0.4692	0.066602565	-1.0	0.0
101	365	1983	6.086628E-5	3.5010978E-6	9	-7	0	0	8.726225	3.5161376	32	0.307	0.06026533	-1.0	0.0
101	365	1984	9.698757E-6	5.442629E-7	9	-7	0	0	8.726225	3.4856832	32	0.4403	0.061118837	-1.0	0.0
101	365	1985	3.762782E-5	2.0445932E-6	9	-7	0	0	8.726225	3.4803581	33	0.4076	0.057446253	-1.0	0.0
101	365	1986	9.437328E-6	4.8911915E-7	9	-7	0	0	8.726225	3.3363686	29	0.403	0.052940056	-1.0	0.0
101	365	1987	1.7139839E-5	9.235021E-7	9	-7	0	0	8.726225	3.3174508	25	0.4372	0.051537942	-1.0	0.0
101	365	1988	5.4886677E-5	2.9605774E-6	9	-6	0	0	8.726225	3.4544373	20	0.47919998	0.051297933	-1.0	0.0
101	365	1989	1.905467E-4	9.107499E-6	9	-4	0	0	8.726225	3.4053254	16	0.5521	0.050975278	-1.0	0.0
101	365	1990	0.0	0.0	9	0	0	0	8.726225	3.9159932	12	0.5964		-1.0	0.0
101	365	1991	0.0	0.0	8	8	0	0	8.726225	2.844476	8	0.227221		-1.0	0.0
101	710	1950	0.0	0.0	-3	-8	0	0	9.15819	3.3566432	0	0.61429477		-1.0	0.0
101	710	1951	0.0	0.0	-3	-8	0	0	9.15819	3.376503	0	0.58968097		-1.0	0.0
101	710	1952	0.0	0.0	-3	-8	0	0	9.15819	3.4262297	0	0.59310573		-1.0	0.0
101	710	1953	0.0	0.0	-3	-8	0	0	9.15819	3.3785791	0	0.5504513		-1.0	0.0
101	710	1954	0.0	0.0	-3	-8	0	0	9.15819	3.4689481	0	0.57137376		-1.0	0.0
101	710	1955	0.0	0.0	-3	-8	0	0	9.15819	3.3601804	0	0.5628027		-1.0	0.0
101	710	1956	0.0	0.0	-3	-8	0	0	9.15819	3.4242342	2	0.5499233		-1.0	0.0
101	710	1957	0.0	0.0	-3	-8	0	0	9.15819	3.2276142	4	0.59100336		-1.0	0.0
101	710	1958	0.0	0.0	6	-8	0	0	9.15819	3.6974673	7	0.4559508		-1.0	0.0
101	710	1959	0.0	0.0	6	-8	0	0	9.15819	3.7466388	9	0.53952515		-1.0	0.0
101	710	1960	0.0	0.0	6	-8	0	0	9.15819	3.8077316	11	0.51261944	0.047753595	-1.0	0.0
101	710	1961	0.0	0.0	6	-8	0	0	9.15819	3.563774	12	0.47053492	0.0437611	-1.0	0.0
101	710	1962	0.0	0.0	6	-8	0	0	9.15819	3.2459257	13	0.46130458	0.041154813	-1.0	0.0
101	710	1963	0.0	0.0	6	-8	0	0	9.15819	3.1767175	14	0.41959798	0.040815763	-1.0	0.0
101	710	1964	0.0	0.0	6	-8	0	0	9.15819	3.1880393	15	0.4384269	0.0426519	-1.0	0.0
101	710	1965	0.0	0.0	6	-9	0	0	9.15819	3.1492085	16	0.4472	0.045008864	-1.0	0.0
101	710	1966	0.0	0.0	6	-9	0	0	9.15819	3.411751	17	0.4129	0.04148176	-1.0	0.0
101	710	1967	0.0	0.0	6	-9	0	0	9.15819	3.1738021	18	0.4166	0.037960958	-1.0	0.0
101	710	1968	0.0	0.0	6	-9	0	0	9.15819	3.0243034	19	0.4129	0.03761391	-1.0	0.0
101	710	1969	0.0	0.0	7	-9	0	0	9.15819	3.212601	20	0.4134	0.030893471	-1.0	0.0
101	710	1970	0.0	0.0	9	-8	0	0	9.15819	3.2577162	21	0.37759998	0.028773563	-1.0	0.0
101	710	1971	0.0	0.0	9	-8	0	0	9.15819	3.4750369	21	0.39279997	0.027498119	-1.0	0.0
101	710	1972	0.0	0.0	9	-8	0	0	9.15819	3.4669998	21	0.3799	0.03325117	-1.0	0.0
101	710	1973	0.0	0.0	9	-8	0	0	9.15819	3.4530883	21	0.41919997	0.051378794	-1.0	0.0
101	710	1974	0.0	0.0	9	-8	0	0	9.15819	3.392336	20	0.5539	0.06092525	-1.0	0.0
101	710	1975	0.0	0.0	9	-8	0	0	9.15819	3.420699	20	0.507	0.052868675	-1.0	0.0
101	710	1976	0.0	0.0	9	-8	0	0	9.15819	3.444493	20	0.5094	0.04719278	-1.0	0.0
101	710	1977	0.0	0.0	9	-7	0	0	9.15819	3.4401329	20	0.53290004	0.045697603	-1.0	0.0
101	710	1978	0.0	0.0	9	-7	0	0	9.15819	3.500857	21	0.52	0.05439151	-1.0	0.0
101	710	1979	0.0	0.0	9	-7	0	0	9.15819	3.4019341	22	0.506	0.06552278	-1.0	0.0
101	710	1980	0.0	0.0	9	-7	0	0	9.15819	3.2686553	23	0.5059	0.0682777	-1.0	0.0
101	710	1981	0.0	0.0	9	-7	0	0	9.15819	3.266693	23	0.48759997	0.07148178	-1.0	0.0
101	710	1982	0.0	0.0	9	-7	0	0	9.15819	3.244624	23	0.4692	0.062714934	-1.0	0.0
101	710	1983	0.0	0.0	9	-7	0	0	9.15819	3.2832434	23	0.307	0.058701795	-1.0	0.0
101	710	1984	2.1337265E-4	1.9886667E-5	9	-7	0	0	9.15819	3.1990888	23	0.4403	0.062326685	-1.0	0.0
101	710	1985	0.0013357876	1.0705844E-4	9	-7	0	0	9.15819	2.9820695	23	0.4076	0.06756426	-1.0	0.0
101	710	1986	5.2849035E-4	4.2714E-5	9	-7	0	0	9.15819	2.9173439	22	0.403	0.07252837	-1.0	0.0
101	710	1987	4.1992607E-4	3.4878885E-5	9	-7	0	0	9.15819	2.7614563	22	0.4372	0.075750336	-1.0	0.0
101	710	1988	2.7443338E-4	2.2533393E-5	9	-7	0	0	9.15819	3.0683515	21	0.47919998	0.085208826	-1.0	0.0
101	710	1989	1.9883135E-4	1.4351188E-5	9	-7	0	0	9.15819	3.2447665	21	0.5521	0.08600899	-1.0	0.0
101	710	1990	3.0931682E-4	2.3545126E-5	9	-7	0	0	9.15819	3.1475508	20	0.5964	0.08795276	-1.0	0.0
101	710	1991	2.7742854E-4	2.2023445E-5	8	-7	0	0	9.15819	3.092509	19	0.227221	0.091713995	-1.0	0.0
101	740	1900	0.0	0.0	-3	1	0	0	9.081043	3.4233098	2	0.24454948	0.09154096	-1.0	0.0
101	740	1901	0.0	0.0	-3	1	0	0	9.081043	3.788158	2	0.252255	0.08798727	-1.0	0.0
101	740	1902	0.0	0.0	-3	1	0	0	9.081043	3.6620047	3	0.11417147	0.09357318	-1.0	0.0
101	740	1903	0.0	0.0	-3	1	0	0	9.081043	3.8258398	3	0.21711074	0.09906726	-1.0	0.0
101	740	1904	0.0	0.0	-3	1	0	0	9.081043	3.8658197	4	0.20555696	0.05105112	-1.0	0.0
101	740	1905	0.0	0.0	-3	1	0	0	9.081043	4.1915045	4	0.19400315	0.1284989	-1.0	0.0
101	740	1906	0.0	0.0	-3	1	0	0	9.081043	4.15925	4	0.21325481	0.11532073	-1.0	0.0
101	740	1907	0.0	0.0	-3	1	0	0	9.081043	3.841966	4	0.209154	0.11827789	-1.0	0.0
101	740	1908	0.0	0.0	-6	1	0	0	9.081043	3.8667006	3	0.18444906	0.10224469	-1.0	0.0
101	740	1909	0.0	0.0	-6	1	0	0	9.081043	3.9958127	3	0.17978372	0.09969264	-1.0	0.0
101	740	1910	0.0	0.0	-6	1	0	0	9.081043	4.0498095	3	0.20188157	0.109426565	-1.0	0.0
101	740	1911	0.0	0.0	-6	1	0	0	9.081043	4.085585	3	0.2557385	0.10875724	-1.0	0.0
101	740	1912	0.0	0.0	-6	1	0	0	9.081043	4.03017	4	0.26602244	0.108784966	-1.0	0.0
101	740	1913	0.0	0.0	-6	1	0	0	9.081043	4.0195494	4	0.22061679	0.13728966	-1.0	0.0
101	740	1920	0.0027255365	9.414382E-5	-9	1	0	0	9.081043	4.226147	9	0.07074418	0.18262161	-1.0	0.0
101	740	1921	0.00305108	9.880892E-5	-9	1	0	0	9.081043	4.202058	9	0.049333815	0.11606995	-1.0	0.0
101	740	1922	0.0031357661	1.0479257E-4	-9	1	0	0	9.081043	4.0664916	9	0.07813367	0.18387972	-1.0	0.0
101	740	1923	0.0027344981	1.0169178E-4	-9	1	0	0	9.081043	4.1018524	8	0.106933534	0.13912849	-1.0	0.0
101	740	1924	0.002301871	9.973022E-5	-9	1	0	0	9.081043	4.0879507	8	0.1357334	0.15912881	-1.0	0.0
101	740	1925	1.357142E-4	7.2606663E-6	-9	1	0	0	9.081043	3.987473	8	0.16453326	0.16227752	-1.0	0.0
101	740	1926	1.6805537E-4	1.0722481E-5	-9	1	0	0	9.081043	3.960196	8	0.25650388	0.16134419	-1.0	0.0
101	740	1927	2.3178129E-4	1.6315615E-5	-9	1	0	0	9.081043	3.833163	8	0.15686618	0.15583731	-1.0	0.0
101	740	1928	2.7556476E-4	2.0018317E-5	-9	1	0	0	9.081043	3.7641387	9	0.1896579	0.13532382	-1.0	0.0
101	740	1929	2.8123884E-4	2.241051E-5	-9	1	0	0	9.081043	3.698127	9	0.20645136	0.13842803	-1.0	0.0
101	740	1930	4.6972279E-4	4.0923594E-5	-9	1	0	0	9.081043	3.8914194	9	0.17244942	0.117110364	-1.0	0.0
101	740	1931	8.3657715E-4	5.833532E-5	-9	1	0	0	9.081043	3.946167	9	0.19535187	0.100393	-1.0	0.0
101	740	1932	0.0012165727	7.53266E-5	-9	1	0	0	9.081043	3.879568	9	0.21825433	0.07211689	-1.0	0.0
101	740	1933	0.0013452742	8.330106E-5	-9	1	0	0	9.081043	3.9785082	10	0.24115674	0.07198988	-1.0	0.0
101	740	1934	0.0013365785	8.85875E-5	-9	1	0	0	9.081043	3.787669	10	0.16114074	0.10121761	-1.0	0.0
101	740	1936	0.0028579626	2.0405145E-4	-6	1	0	0	9.081043	4.0381503	10	0.19508477	0.106652856	-1.0	0.0
101	740	1937	0.002689281	2.1322955E-4	-6	1	0	0	9.081043	3.9911735	10	0.18001105	0.113084145	-1.0	0.0
101	740	1938	0.0028535416	2.3274479E-4	-5	1	0	0	9.081043	4.203704	9	0.26902306	0.0915271	-1.0	0.0
110	140	1966	0.0	0.0	2	-9	0	0	7.731572	5.4126515	23	0.79638296	0.08021338	0.0	-1.0
110	140	1967	0.0	0.0	1	-9	0	0	7.731572	4.5534406	22	0.7891391	0.07524596	0.0	-1.0
110	140	1968	9.171184E-4	5.7427806E-6	1	-9	0	0	7.731572	4.8392797	22	0.66305196	0.07756996	0.0	-1.0
110	140	1969	5.797916E-4	3.5549551E-6	1	-9	0	0	7.731572	5.454501	22	0.6736018	0.079270504	0.0	-1.0
110	140	1970	0.0011825059	6.594796E-6	1	-9	0	0	7.731572	5.4196253	22	0.7042876	0.08204119	0.0	-1.0
110	140	1971	7.853135E-4	3.7889254E-6	1	-9	0	0	7.731572	5.0893064	22	0.73362285	0.082508266	0.0	-1.0
110	140	1972	0.0019167747	8.295788E-6	1	-9	0	0	7.731572	5.1118917	22	0.70784074	0.093465425	0.0	-1.0
110	140	1973	0.0030678208	1.344432E-5	1	-9	0	0	7.731572	5.131913	22	0.63033736	0.11630893	0.0	-1.0
110	140	1974	0.0043102503	1.8418687E-5	1	-4	0	1	7.731572	5.204608	21	0.9010336	0.16336873	0.0	-1.0
110	140	1975	0.0047411737	2.5305348E-5	1	-4	0	1	7.731572	5.2083735	21	0.84853077	0.14291322	0.0	-1.0
